Title,Link,Country,Keywords,Sentiment Score,Sentiment,Impact on Country
News and Stories,https://www.cia.gov/stories/,Unknown,"United States, Stories Twenty-three, Twenty-three years, years ago, Twenty-three",0.968333784,Positive,Likely Positive
Press Releases and Statements,https://www.cia.gov/stories/press-releases-and-statements/,Unknown,"Published October, Posts Instructions, Securely Contact, Press Releases, Statements CIA",-0.165301548,Negative,Likely Negative
Speeches and Transcripts,https://www.cia.gov/stories/speeches-and-transcripts/,United Kingdom,"Richard Moore, Published September, Transcripts Bill, Bill Burns, Intelligence partnership",0.770555682,Positive,Likely Positive
The Langley Files,https://www.cia.gov/podcast/the-langley-files,United States,"Langley Files, Langley, Central Intelligence, Intelligence Agency, CIA Headquarters",0.841692074,Positive,Likely Positive
Resources,https://www.cia.gov/resources/,Unknown,"finding documents, visiting monuments, reading books, study history, monuments reading",0.499563009,Positive,Likely Positive
Publications,https://www.cia.gov/resources/publications/,Unknown,"Prepublication Classification, Review Board, Publications Interested, Classification Review, Review",-0.065611643,Negative,Likely Negative
Prepublication Classification Review Board,https://www.cia.gov/about/organization-orig/prepublication-classification-review-board/,Unknown,"Classification Review, Prepublication Classification, Review Board, Board Protecting, Protecting Secrets",0.781113477,Positive,Likely Positive
Center for the Study of Intelligence,https://www.cia.gov/resources/csi/,Unknown,"Intelligence Community, core mission, Intelligence, Intelligence CSI, CSI",0.056129781,Positive,Likely Positive
The World Factbook,https://www.cia.gov/the-world-factbook/,Unknown,"World Factbook, Factbook legislative, bicameral legislatures, legislative branch, lower chambers",-0.635002254,Negative,Likely Negative
CIA Reports,https://www.cia.gov/resources/reports/,Unknown,"downloadable CIA, CIA Reports, CIA, industry topics, wide range",0.962129862,Positive,Likely Positive
CIA Maps,https://www.cia.gov/resources/cia-maps/,Argentina,"CIA Maps, Maps Search, Ghana, Vietnam, CIA",0.461162508,Positive,Likely Positive
Freedom of Information Act Electronic Reading Room,https://www.cia.gov/readingroom/,Unknown,"Information Act, Act Electronic, Electronic Reading, Reading Room, President Nixon",0.903642587,Positive,Likely Positive
Careers,https://www.cia.gov/careers/,Unknown,"Agency defined, Careers, mission, people, Agency",-0.004748295,Neutral,Likely Negative
About CIA,https://www.cia.gov/about/,Unknown,"Collect foreign, Produce objective, Conduct covert, national security, covert action",0.749773719,Positive,Likely Positive
Legacy,https://www.cia.gov/legacy/,United States,"officers dedicated, OSS, Nation, Agency, Strategic Services",0.985051454,Positive,Likely Positive
Ask Molly: Counting CIA Directors,https://www.cia.gov/stories/story/ask-molly-counting-cia-directors/,Unknown,"John Ratcliffe, Dear Molly, CIA director, CIA, Molly",-0.038477893,Neutral,Likely Negative
Presidential Reflections on U.S. Intelligence: Jimmy Carter,https://www.cia.gov/stories/story/presidential-reflections-on-us-intelligence-jimmy-carter/,Unknown,"United States, Jimmy Carter, Presidential Reflections, Carter, fervent champion",0.992487934,Positive,Likely Positive
CIA's Top 5 Stories of 2024,https://www.cia.gov/stories/story/cias-top-5-stories-of-2024/,Unknown,"peek inside, inside CIA, Interested, Operations, Directorate",0.990968304,Positive,Likely Positive
News and Stories,https://www.cia.gov/stories/,Unknown,"United States, Stories Twenty-three, Twenty-three years, years ago, Twenty-three",0.968333784,Positive,Likely Positive
The World Factbook,https://www.cia.gov/the-world-factbook,Unknown,"World Factbook, Factbook legislative, bicameral legislatures, legislative branch, lower chambers",-0.635002254,Negative,Likely Negative
About CIA,https://www.cia.gov/about/,Unknown,"Collect foreign, Produce objective, Conduct covert, national security, covert action",0.749773719,Positive,Likely Positive
Director of the CIA,https://www.cia.gov/about/director-of-cia/,Unknown,"CIA Director, National Intelligence, Director, CIA Role, CIA",0.988196217,Positive,Likely Positive
Organization,https://www.cia.gov/about/organization/,Unknown,"Central Intelligence, Intelligence Agency, Organization CIA, Mission Centers, independent agency",0.957346422,Positive,Likely Positive
Mission and Vision,https://www.cia.gov/about/mission-vision/,Unknown,"Producing objective, Collecting foreign, Conducting effective, security objectives, objective all-source",0.927203122,Positive,Likely Positive
CIA Museum,https://www.cia.gov/legacy/museum/,Unknown,"CIA Museum, robotic bug, CIA, Museum, bug",0.964902522,Positive,Likely Positive
Careers,https://www.cia.gov/careers/,Unknown,"Agency defined, Careers, mission, people, Agency",-0.004748295,Neutral,Likely Negative
How We Hire,https://www.cia.gov/careers/how-we-hire/,Unknown,"CIA professionals, highest standards, join CIA, Hire, CIA",0.975612118,Positive,Likely Positive
Student Programs,https://www.cia.gov/careers/student-programs/,Unknown,"Stokes Scholarship, Scholarship Program, Programs Stokes, tuition assistance, Student Programs",-0.296757611,Negative,Likely Negative
Accessibility and Accommodations,https://www.cia.gov/careers/working-at-cia/accessibility/,Unknown,"Accommodations CIA, Central Intelligence, Intelligence Agency, CIA Website, Rehabilitation Act",0.165765264,Positive,Likely Positive
CIA CareerLINK,https://www.cia.gov/ehl/,Unknown,"CIA CareerLINK, CIA, CareerLINK",0.374060422,Positive,Likely Positive
News and Stories,https://www.cia.gov/stories/,Unknown,"United States, Stories Twenty-three, Twenty-three years, years ago, Twenty-three",0.968333784,Positive,Likely Positive
Center for the Study of Intelligence,https://www.cia.gov/resources/csi/,Unknown,"Intelligence Community, core mission, Intelligence, Intelligence CSI, CSI",0.056129781,Positive,Likely Positive
The World Factbook,https://www.cia.gov/the-world-factbook/,Unknown,"World Factbook, Factbook legislative, bicameral legislatures, legislative branch, lower chambers",-0.635002254,Negative,Likely Negative
World Leaders,https://www.cia.gov/resources/world-leaders/,Unknown,"World Leaders, United States, CIA publishes, Foreign Governments, Leaders",-0.095407301,Negative,Likely Negative
Spy Kids,https://www.cia.gov/spy-kids/,Unknown,"Bill Burns, Intelligence Agency, Central Intelligence, Spy Kids, CIA",0.990510687,Positive,Likely Positive
Partner with CIA,https://www.cia.gov/partner-with-cia/,Unknown,"Business Day, CIA Emerging, Held annually, Emerging Business, held virtually",0.963297446,Positive,Likely Positive
Prepublication Classification Review Board,https://www.cia.gov/about/organization-orig/prepublication-classification-review-board/,Unknown,"Classification Review, Prepublication Classification, Review Board, Board Protecting, Protecting Secrets",0.781113477,Positive,Likely Positive
Freedom of Information Act Electronic Reading Room,https://www.cia.gov/readingroom/,Unknown,"Information Act, Act Electronic, Electronic Reading, Reading Room, President Nixon",0.903642587,Positive,Likely Positive
Frequently Asked Questions,https://www.cia.gov/faqs/,Unknown,"Questions Technically, Asked Questions, Frequently Asked, CIA headquarters, Langley",0.860265404,Positive,Likely Positive
Privacy,https://www.cia.gov/privacy_policy/,Unknown,"Intelligence Agency, Central Intelligence, information, Civil Liberties, ’re committed",-0.098841905,Negative,Likely Negative
Report Information,https://www.cia.gov/report-information,Unknown,"United States, Federal Bureau, law enforcement, imminent threat, enforcement office",-0.016412887,Neutral,Likely Negative
Contact CIA,https://www.cia.gov/contact-cia,Unknown,"Civil Liberties, Report Information, collection mission, CIA Information, CIA",-0.016117278,Neutral,Likely Negative
Central Intelligence Agency (CIA),https://www.facebook.com/Central.Intelligence.Agency,Unknown,"Intelligence Agency, Central Intelligence, CIA, Agency, Intelligence",0.374060422,Positive,Likely Positive
x.com,https://twitter.com/cia,Unknown,x.com,0.374060422,Positive,Likely Positive
Central Intelligence Agency,https://www.linkedin.com/company/central-intelligence-agency,United States,"ever-changing political, military landscapes, providing global, Intelligence Agency, global intelligence",0.997062961,Positive,Likely Positive
Central Intelligence Agency,https://www.youtube.com/cia,Unknown,"Intelligence Agency, Central Intelligence, Agency, Intelligence, Central",0.374060422,Positive,Likely Positive
Central Intelligence Agency,https://www.flickr.com/ciagov,Unknown,"Intelligence Agency, Central Intelligence, public photos, Intelligence, Agency",-0.647845505,Negative,Likely Negative
Telegram: Contact @securelycontactingcia,https://t.me/s/securelycontactingcia,Unknown,"Contacting CIA, Securely Contacting, securelycontactingcia Securely, Contact, global mission",0.78474685,Positive,Likely Positive
Search CIA.gov,https://www.cia.gov/search,Unknown,"Leaders Careers, Careers CSI, CSI FOIA, World Factbook, Factbook World",-0.337444987,Negative,Likely Negative
Site Policies,https://www.cia.gov/site-policies,Unknown,"Intelligence Agency, Central Intelligence, Site Policies, civil liberties, information",-0.072051307,Negative,Likely Negative
Office of Privacy and Civil Liberties,https://www.cia.gov/about/organization/privacy-and-civil-liberties,United States,"Civil Liberties, Liberties Collecting, States Government, United States, including freedoms",0.987405638,Positive,Likely Positive
No FEAR Act,https://www.cia.gov/about/organization/equal-employment-opportunity/no-fear-act,Unknown,"FEAR Act, President Bush, Retaliation Act, Federal Employee, Employee Anti-discrimination",-0.04090569,Neutral,Likely Negative
Elijah Cummings Act,https://www.cia.gov/about/organization/equal-employment-opportunity/elijah-cummings-act,Unknown,"Cummings Act, Elijah Cummings, Cummings Federal, Employee Antidiscrimination, Antidiscrimination Act",-0.094186007,Negative,Likely Negative
Office of Inspector General,https://www.cia.gov/about/organization/inspector-general,Unknown,"CIA programs, Inspector General, Office, Audits, OIG promotes",0.379155607,Positive,Likely Positive
Making government services easier to find,https://www.usa.gov/,United States,"United States, States government, Making government, services easier, official website",-0.265366925,Negative,Likely Negative
CIA.gov Sitemap,https://www.cia.gov/sitemap,Unknown,"CIA.gov Sitemap, Sitemap CSI, Intelligence, CSI, Sitemap",-0.205415521,Negative,Likely Negative
2025 World Military Strength Rankings,https://www.globalfirepower.com/,Unknown,"Strength Rankings, World Military, Military Strength, property laws, applicable domestic",0.766963156,Positive,Likely Positive
2025 Military Strength Ranking,https://www.globalfirepower.com/countries-listing.php,Unknown,"Military Strength, Strength Ranking, Ranking GFP, ANNUAL RANKING, RANKING Ranking",0.741236835,Positive,Likely Positive
Global Firepower Countries Index,https://www.globalfirepower.com/countries.php,Unknown,"Countries Index, Firepower Countries, Global Firepower, property laws, applicable domestic",0.766963156,Positive,Likely Positive
Military Strength Comparisons for 2025,https://www.globalfirepower.com/countries-comparison.php,Argentina,"COMPARE NATIONS, Russia Sau, Congo Denmark, Congo Romania, Strength Comparisons",-0.389839768,Negative,Likely Negative
Global Firepower Coalitions Builder,https://www.globalfirepower.com/coalitions.php,Unknown,"Coalitions Builder, Firepower Coalitions, generically titled, Red made, Global Firepower",-0.08792729,Negative,Likely Negative
GlobalFirepower.com Ranks (2005-Present),https://www.globalfirepower.com/global-ranks-previous.php,Unknown,"GlobalFirepower.com Ranks, officially launched, year GlobalFirepower.com, Ranks, GlobalFirepower.com",-0.296817329,Negative,Likely Negative
2025 World Military Strength Rankings,https://www.globalfirepower.com/,Unknown,"Strength Rankings, World Military, Military Strength, property laws, applicable domestic",0.766963156,Positive,Likely Positive
2025 Military Strength Ranking,https://www.globalfirepower.com/countries-listing.php,Unknown,"Military Strength, Strength Ranking, Ranking GFP, ANNUAL RANKING, RANKING Ranking",0.741236835,Positive,Likely Positive
Military Strength Comparisons for 2025,https://www.globalfirepower.com/countries-comparison.php,Argentina,"COMPARE NATIONS, Russia Sau, Congo Denmark, Congo Romania, Strength Comparisons",-0.389839768,Negative,Likely Negative
Global Firepower Countries Index,https://www.globalfirepower.com/countries.php,Unknown,"Countries Index, Firepower Countries, Global Firepower, property laws, applicable domestic",0.766963156,Positive,Likely Positive
Global Firepower Coalitions Builder,https://www.globalfirepower.com/coalitions.php,Unknown,"Coalitions Builder, Firepower Coalitions, generically titled, Red made, Global Firepower",-0.08792729,Negative,Likely Negative
GlobalFirepower.com Ranks (2005-Present),https://www.globalfirepower.com/global-ranks-previous.php,Unknown,"GlobalFirepower.com Ranks, officially launched, year GlobalFirepower.com, Ranks, GlobalFirepower.com",-0.296817329,Negative,Likely Negative
Military Aircraft Fleet Strength by Country (2025),https://www.globalfirepower.com/aircraft-total.php,Unknown,"Aircraft Fleet, Fleet Strength, property laws, Military Aircraft, applicable domestic",0.766963156,Positive,Likely Positive
Combat Tank Fleet Strength by Country (2025),https://www.globalfirepower.com/armor-tanks-total.php,Unknown,"Tank Fleet, Fleet Strength, Combat Tank, property laws, applicable domestic",0.766963156,Positive,Likely Positive
Navy Fleet Strength by Country (2025),https://www.globalfirepower.com/navy-ships.php,Unknown,"Fleet Strength, Navy Fleet, property laws, applicable domestic, international intellectual",0.766963156,Positive,Likely Positive
Predicting the Next Great Global Conflict,https://www.worldwarnext.com/,Unknown,"World War, War RED, Great Global, Global Conflict, III GREEN",-0.904213285,Negative,Likely Negative
Navy Fleet by Tonnage by Country (2025),https://www.globalfirepower.com/navy-force-by-tonnage.php,Unknown,"Navy Fleet, property laws, applicable domestic, international intellectual, intellectual property",0.766963156,Positive,Likely Positive
2025 Military Strength Ranking,https://www.globalfirepower.com/countries-listing.php,Unknown,"Military Strength, Strength Ranking, Ranking GFP, ANNUAL RANKING, RANKING Ranking",0.741236835,Positive,Likely Positive
Global Firepower Countries Index,https://www.globalfirepower.com/countries.php,Unknown,"Countries Index, Firepower Countries, Global Firepower, property laws, applicable domestic",0.766963156,Positive,Likely Positive
Military Strength Comparisons for 2025,https://www.globalfirepower.com/countries-comparison.php,Argentina,"COMPARE NATIONS, Russia Sau, Congo Denmark, Congo Romania, Strength Comparisons",-0.389839768,Negative,Likely Negative
Global Firepower Coalitions Builder,https://www.globalfirepower.com/coalitions.php,Unknown,"Coalitions Builder, Firepower Coalitions, generically titled, Red made, Global Firepower",-0.08792729,Negative,Likely Negative
NATO Projected Firepower (2024),https://www.globalfirepower.com/nato-projected-firepower.php,Canada,"Projected Firepower, GFP method, theoretical minimum, determiningNATO combat, simply tallying",0.896599598,Positive,Likely Positive
Asian Military Strength (2025),https://www.globalfirepower.com/countries-listing-asia.php,Unknown,"Military Strength, property laws, applicable domestic, international intellectual, intellectual property",0.766963156,Positive,Likely Positive
Middle East Military Strength (2025),https://www.globalfirepower.com/countries-listing-middle-east.php,Unknown,"Middle East, Military Strength, East Military, property laws, applicable domestic",0.766963156,Positive,Likely Positive
Predicting the Next Great Global Conflict,https://www.worldwarnext.com/,Unknown,"World War, War RED, Great Global, Global Conflict, III GREEN",-0.904213285,Negative,Likely Negative
Comparison of Israel and Iran Military Strengths (2025),https://www.globalfirepower.com/countries-comparison-detail.php?country1=israel&country2=iran,Unknown,"Military Strengths, Iran Military, property laws, applicable domestic, international intellectual",0.766963156,Positive,Likely Positive
Comparison of Ukraine and Russia Military Strengths (2025),https://www.globalfirepower.com/countries-comparison-detail.php?country1=ukraine&country2=russia,Russia,"Military Strengths, Russia Military, property laws, applicable domestic, international intellectual",0.766963156,Positive,Likely Positive
Comparison of United States and China Military Strengths (2025),https://www.globalfirepower.com/countries-comparison-detail.php?country1=united-states-of-america&country2=china,United States,"United States, Military Strengths, China Military, property laws, applicable domestic",0.766963156,Positive,Likely Positive
Comparison of Taiwan and China Military Strengths (2025),https://www.globalfirepower.com/countries-comparison-detail.php?country1=taiwan&country2=china,China,"Military Strengths, China Military, property laws, applicable domestic, international intellectual",0.766963156,Positive,Likely Positive
2025 United States Military Strength,https://www.globalfirepower.com/country-military-strength-detail.php?country_id=united-states-of-america,Unknown,"Military Warships, World Directory, sister-site World, HULL CLASSIFICATIONS, States Military",0.801583599,Positive,Likely Positive
2025 Russia Military Strength,https://www.globalfirepower.com/country-military-strength-detail.php?country_id=russia,Russia,"Military Warships, World Directory, Russia Military, sister-site World, HULL CLASSIFICATIONS",0.801583599,Positive,Likely Positive
2025 China Military Strength,https://www.globalfirepower.com/country-military-strength-detail.php?country_id=china,Unknown,"Military Warships, World Directory, China Military, sister-site World, HULL CLASSIFICATIONS",0.801583599,Positive,Likely Positive
2025 India Military Strength,https://www.globalfirepower.com/country-military-strength-detail.php?country_id=india,Unknown,"Military Warships, World Directory, India Military, sister-site World, HULL CLASSIFICATIONS",0.801583599,Positive,Likely Positive
2025 South Korea Military Strength,https://www.globalfirepower.com/country-military-strength-detail.php?country_id=south-korea,South Korea,"Military Warships, World Directory, sister-site World, HULL CLASSIFICATIONS, Korea Military",0.801583599,Positive,Likely Positive
2025 Japan Military Strength,https://www.globalfirepower.com/country-military-strength-detail.php?country_id=japan,Unknown,"Military Warships, World Directory, Japan Military, sister-site World, HULL CLASSIFICATIONS",0.801583599,Positive,Likely Positive
2025 Turkiye Military Strength,https://www.globalfirepower.com/country-military-strength-detail.php?country_id=turkey,Unknown,"Military Warships, World Directory, Turkiye Military, sister-site World, HULL CLASSIFICATIONS",0.801583599,Positive,Likely Positive
2025 Iran Military Strength,https://www.globalfirepower.com/country-military-strength-detail.php?country_id=iran,Unknown,"Military Warships, World Directory, Iran Military, sister-site World, HULL CLASSIFICATIONS",0.801583599,Positive,Likely Positive
2025 Military Strength Ranking,https://www.globalfirepower.com/countries-listing.php,Unknown,"Military Strength, Strength Ranking, Ranking GFP, ANNUAL RANKING, RANKING Ranking",0.741236835,Positive,Likely Positive
Global Firepower Countries Index,https://www.globalfirepower.com/countries.php,Unknown,"Countries Index, Firepower Countries, Global Firepower, property laws, applicable domestic",0.766963156,Positive,Likely Positive
Military Strength Comparisons for 2025,https://www.globalfirepower.com/countries-comparison.php,Argentina,"COMPARE NATIONS, Russia Sau, Congo Denmark, Congo Romania, Strength Comparisons",-0.389839768,Negative,Likely Negative
Powers on the Rise (2025),https://www.globalfirepower.com/on-the-rise.php,Unknown,"property laws, applicable domestic, international intellectual, intellectual property, GlobalFirepower.com logo",0.766963156,Positive,Likely Positive
Global Firepower Coalitions Builder,https://www.globalfirepower.com/coalitions.php,Unknown,"Coalitions Builder, Firepower Coalitions, generically titled, Red made, Global Firepower",-0.08792729,Negative,Likely Negative
GlobalFirepower.com Ranks (2005-Present),https://www.globalfirepower.com/global-ranks-previous.php,Unknown,"GlobalFirepower.com Ranks, officially launched, year GlobalFirepower.com, Ranks, GlobalFirepower.com",-0.296817329,Negative,Likely Negative
African Union Military Strength (2025),https://www.globalfirepower.com/countries-listing-african-union.php,Unknown,"African Union, Military Strength, Union Military, property laws, applicable domestic",0.766963156,Positive,Likely Positive
European Union Military Strength (2025),https://www.globalfirepower.com/countries-listing-european-union.php,Unknown,"European Union, Military Strength, Union Military, property laws, applicable domestic",0.766963156,Positive,Likely Positive
NATO Members,https://www.globalfirepower.com/nato-members.php,United States,"Treaty Organization, Soviet Union, Atlantic Treaty, United States, post-World War",-0.083716623,Negative,Likely Negative
NATO Member States Military Ranking (2025),https://www.globalfirepower.com/countries-listing-nato-members.php,Unknown,"NATO Member, Member States, Military Ranking, States Military, property laws",0.766963156,Positive,Likely Positive
NATO Projected Firepower (2024),https://www.globalfirepower.com/nato-projected-firepower.php,Canada,"Projected Firepower, GFP method, theoretical minimum, determiningNATO combat, simply tallying",0.896599598,Positive,Likely Positive
African Military Strength (2025),https://www.globalfirepower.com/countries-listing-africa.php,Unknown,"Military Strength, property laws, applicable domestic, international intellectual, intellectual property",0.766963156,Positive,Likely Positive
Asian Military Strength (2025),https://www.globalfirepower.com/countries-listing-asia.php,Unknown,"Military Strength, property laws, applicable domestic, international intellectual, intellectual property",0.766963156,Positive,Likely Positive
Asian-Pacific Military Strength (2025),https://www.globalfirepower.com/countries-listing-asia-pacific.php,Unknown,"Military Strength, property laws, applicable domestic, international intellectual, intellectual property",0.766963156,Positive,Likely Positive
Balkan Powers Military Strength (2025),https://www.globalfirepower.com/countries-listing-balkans.php,Unknown,"Balkan Powers, Military Strength, Powers Military, property laws, applicable domestic",0.766963156,Positive,Likely Positive
Central American Powers Military Strength (2025),https://www.globalfirepower.com/countries-listing-central-america.php,Unknown,"American Powers, Central American, Military Strength, Powers Military, property laws",0.766963156,Positive,Likely Positive
European Military Strength (2025),https://www.globalfirepower.com/countries-listing-europe.php,Unknown,"Military Strength, property laws, applicable domestic, international intellectual, intellectual property",0.766963156,Positive,Likely Positive
Eastern European Military Powers (2025),https://www.globalfirepower.com/countries-listing-eastern-europe.php,Unknown,"Eastern European, Military Powers, European Military, property laws, applicable domestic",0.766963156,Positive,Likely Positive
Perisan Gulf Military Powers (2025),https://www.globalfirepower.com/countries-listing-persian-gulf-powers.php,Unknown,"Perisan Gulf, Military Powers, Gulf Military, property laws, applicable domestic",0.766963156,Positive,Likely Positive
Latin American Military Powers Ranked (2025),https://www.globalfirepower.com/countries-listing-latin-america.php,Unknown,"Powers Ranked, Latin American, American Military, Military Powers, property laws",0.766963156,Positive,Likely Positive
Middle East Military Strength (2025),https://www.globalfirepower.com/countries-listing-middle-east.php,Unknown,"Middle East, Military Strength, East Military, property laws, applicable domestic",0.766963156,Positive,Likely Positive
North American Powers Ranked (2025),https://www.globalfirepower.com/countries-listing-north-america.php,Unknown,"Powers Ranked, American Powers, North American, property laws, applicable domestic",0.766963156,Positive,Likely Positive
Scandinavian Military Powers Ranked (2025),https://www.globalfirepower.com/countries-listing-scandinavia.php,Unknown,"Powers Ranked, Military Powers, property laws, applicable domestic, international intellectual",0.766963156,Positive,Likely Positive
South American Military Powers Ranked (2025),https://www.globalfirepower.com/countries-listing-south-america.php,Unknown,"Powers Ranked, South American, American Military, Military Powers, property laws",0.766963156,Positive,Likely Positive
Southeast Asian Military Powers Ranked (2025),https://www.globalfirepower.com/countries-listing-southeast-asia.php,Unknown,"Powers Ranked, Southeast Asian, Asian Military, Military Powers, property laws",0.766963156,Positive,Likely Positive
Total Population by Country (2025),https://www.globalfirepower.com/total-population-by-country.php,Unknown,"Total Population, property laws, applicable domestic, international intellectual, intellectual property",0.766963156,Positive,Likely Positive
Total Available Manpower by Country (2025),https://www.globalfirepower.com/available-military-manpower.php,Unknown,"property laws, applicable domestic, international intellectual, intellectual property, GlobalFirepower.com logo",0.766963156,Positive,Likely Positive
Population Fit-for-Service by Country (2025),https://www.globalfirepower.com/manpower-fit-for-military-service.php,Unknown,"PERSONNEL Ranking, Country, military service, population fit, PERSONNEL",-0.465479478,Negative,Likely Negative
Population Reaching Military Age Annually by Country (2025),https://www.globalfirepower.com/manpower-reaching-military-age-annually.php,Unknown,"Age Annually, Population Reaching, Reaching Military, Military Age, property laws",0.766963156,Positive,Likely Positive
Active Military Manpower by Country (2025),https://www.globalfirepower.com/active-military-manpower.php,Unknown,"Military Manpower, property laws, applicable domestic, international intellectual, intellectual property",0.766963156,Positive,Likely Positive
Reserve Military Manpower by Country (2025),https://www.globalfirepower.com/active-reserve-military-manpower.php,Unknown,"Military Manpower, property laws, applicable domestic, international intellectual, intellectual property",0.766963156,Positive,Likely Positive
Paramilitary Forces Strength by Country (2025),https://www.globalfirepower.com/manpower-paramilitary.php,Unknown,"Forces Strength, Paramilitary Forces, PERSONNEL Ranking, Country, Strength",-0.166883175,Negative,Likely Negative
Capital Cities by Total Population by Country (2025),https://www.globalfirepower.com/capital-cities-by-total-population.php,Unknown,"Total Population, Capital Cities, property laws, applicable domestic, international intellectual",0.766963156,Positive,Likely Positive
Military Aircraft Fleet Strength by Country (2025),https://www.globalfirepower.com/aircraft-total.php,Unknown,"Aircraft Fleet, Fleet Strength, property laws, Military Aircraft, applicable domestic",0.766963156,Positive,Likely Positive
Fighter Fleet Strength by Country (2025),https://www.globalfirepower.com/aircraft-total-fighters.php,Unknown,"Fleet Strength, Fighter Fleet, property laws, applicable domestic, international intellectual",0.766963156,Positive,Likely Positive
Attack Aircraft Fleet Strength by Country (2025),https://www.globalfirepower.com/aircraft-total-attack-types.php,Unknown,"Aircraft Fleet, Fleet Strength, Attack Aircraft, property laws, applicable domestic",0.766963156,Positive,Likely Positive
Transport (Fixed-Wing) Fleet Strength by Country (2025),https://www.globalfirepower.com/aircraft-total-transports.php,Unknown,"Fleet Strength, property laws, applicable domestic, international intellectual, intellectual property",0.766963156,Positive,Likely Positive
Trainer Aircraft Fleet Strength by Country (2025),https://www.globalfirepower.com/aircraft-total-trainers.php,Unknown,"Aircraft Fleet, Fleet Strength, Trainer Aircraft, property laws, applicable domestic",0.766963156,Positive,Likely Positive
Special-Mission Aircraft Fleet Strength by Country (2025),https://www.globalfirepower.com/aircraft-total-special-mission.php,Unknown,"Aircraft Fleet, Fleet Strength, Special-Mission Aircraft, property laws, applicable domestic",0.766963156,Positive,Likely Positive
Tanker Fleet Strength by Country (2025),https://www.globalfirepower.com/aircraft-total-tanker-fleet.php,Unknown,"Fleet Strength, Tanker Fleet, property laws, applicable domestic, international intellectual",0.766963156,Positive,Likely Positive
Helicopter Fleet Strength by Country (2025),https://www.globalfirepower.com/aircraft-helicopters-total.php,Unknown,"Fleet Strength, Helicopter Fleet, property laws, applicable domestic, international intellectual",0.766963156,Positive,Likely Positive
Attack Helicopter Fleet Strength by Country (2025),https://www.globalfirepower.com/aircraft-helicopters-attack.php,Unknown,"Helicopter Fleet, Fleet Strength, Attack Helicopter, property laws, applicable domestic",0.766963156,Positive,Likely Positive
Combat Tank Fleet Strength by Country (2025),https://www.globalfirepower.com/armor-tanks-total.php,Unknown,"Tank Fleet, Fleet Strength, Combat Tank, property laws, applicable domestic",0.766963156,Positive,Likely Positive
Armored Fighting Vehicle Strength by Country (2025),https://www.globalfirepower.com/armor-apc-total.php,Unknown,"Fighting Vehicle, Armored Fighting, Vehicle Strength, LAND SYSTEMS, ARMOR Ranking",-0.539897432,Negative,Likely Negative
Self-Propelled Artillery Strength by Country (2025),https://www.globalfirepower.com/armor-self-propelled-guns-total.php,Unknown,"Artillery Strength, Self-Propelled Artillery, property laws, applicable domestic, international intellectual",0.766963156,Positive,Likely Positive
Towed Artillery Strength by Country (2025),https://www.globalfirepower.com/armor-towed-artillery-total.php,Unknown,"Artillery Strength, Towed Artillery, property laws, applicable domestic, international intellectual",0.766963156,Positive,Likely Positive
MLRS Strength by Country (2025),https://www.globalfirepower.com/armor-mlrs-total.php,Unknown,"MLRS Strength, LAND SYSTEMS, ARMOR Ranking, Rocket Projector, Multiple Launch",-0.098326926,Negative,Likely Negative
Navy Fleet Strength by Country (2025),https://www.globalfirepower.com/navy-ships.php,Unknown,"Fleet Strength, Navy Fleet, property laws, applicable domestic, international intellectual",0.766963156,Positive,Likely Positive
Navy Fleet by Tonnage by Country (2025),https://www.globalfirepower.com/navy-force-by-tonnage.php,Unknown,"Navy Fleet, property laws, applicable domestic, international intellectual, intellectual property",0.766963156,Positive,Likely Positive
Aircraft Carrier Fleet Strength by Country (2025),https://www.globalfirepower.com/navy-aircraft-carriers.php,Unknown,"Carrier Fleet, Fleet Strength, Aircraft Carrier, property laws, applicable domestic",0.766963156,Positive,Likely Positive
Helicopter Carrier Fleet Strength by Country (2025),https://www.globalfirepower.com/navy-helo-carriers.php,Unknown,"Fleet Strength, Carrier Fleet, NAVAL POWER, Helicopter Carrier, STRENGTH Ranking",-0.125275719,Negative,Likely Negative
Submarine Fleet Strength by Country (2025),https://www.globalfirepower.com/navy-submarines.php,Unknown,"Fleet Strength, NAVAL POWER, Submarine Fleet, STRENGTH Ranking, Ranking total",0.046639388,Neutral,Likely Positive
Destroyer Fleet Strength by Country (2025),https://www.globalfirepower.com/navy-destroyers.php,Unknown,"Fleet Strength, NAVAL POWER, Destroyer Fleet, STRENGTH Ranking, Ranking total",0.29172979,Positive,Likely Positive
Frigate Fleet Strength by Country (2025),https://www.globalfirepower.com/navy-frigates.php,Unknown,"Fleet Strength, NAVAL POWER, Frigate Fleet, STRENGTH Ranking, Ranking total",-0.02258985,Neutral,Likely Negative
Naval Corvette Fleet Strength by Country (2025),https://www.globalfirepower.com/navy-corvettes.php,Unknown,"Fleet Strength, Patrol Craft, Coastal Patrol, Corvettes, vessel type",0.710068245,Positive,Likely Positive
Offshore Patrol Vessel (OPV) Fleet Strength by Country (2025),https://www.globalfirepower.com/navy-patrol-coastal-craft.php,Unknown,"Fleet Strength, Patrol Vessel, NAVAL POWER, Offshore Patrol, STRENGTH Ranking",-0.062916054,Negative,Likely Negative
Mine Warfare Fleet Strength by Country (2025),https://www.globalfirepower.com/navy-mine-warfare-craft.php,Unknown,"Fleet Strength, NAVAL POWER, Warfare Fleet, STRENGTH Ranking, Mine Warfare",-0.158536475,Negative,Likely Negative
